category,name_card,price,price_old,price_installment,rating_card,reviews_card,name_seller,rating_seller,URL,cpu,ssd_capacity,gpu_full_name,os,screen_diagonal,ram,auto_time,weight_kg,matrix,ram_type,case_material,cpu_model,processor_brand,ghz_processor,processor_cores,screen_size,brightness,touch_screen,battery_capacity,screen_coating,gpu_type,brand_graphic_proccessor,storage_type,hz_screen,web_camera,brand,video_memory,chipset,hdd_capacity
laptop,"Lieve Ноутбук Maynichi Ноутбук 15.6"", Intel Core i5-5200U, RAM 16 ГБ, SSD 512 ГБ, Intel UHD Graphics, Windows Pro, светло-серый, Русская раскладка",206789,599949,17233,5.0,9,MAYNICHI,4.6,https://www.ozon.kz/product/lieve-noutbuk-maynichi-noutbuk-15-6-intel-core-i5-5200u-ram-16-gb-ssd-512-gb-intel-uhd-graphics-1741178121/,Intel Core i5-5200U,512,Intel UHD Graphics,Windows Pro,15.6,16.0,5.0,2.0,IPS,DDR4,Пластик,Intel Core i5,Intel,2.2,2.0,1920x1080,,Да,60.0,Глянцевое,Встроенная,Intel,SSD,60,1,,2.0,Intel,
laptop,"Echips Taganay для работы и учебы Ноутбук 15.6"", AMD Ryzen 3 3200U, RAM 16 ГБ, SSD 512 ГБ, AMD Radeon Vega 3, Windows Home, серый, Русская раскладка",178491,374690,14875,4.7,332,Echips B2B,4.8,https://www.ozon.kz/product/echips-taganay-dlya-raboty-i-ucheby-noutbuk-15-6-amd-ryzen-3-3200u-ram-16-gb-ssd-512-gb-amd-3575116187/,AMD Ryzen 3 3200U,512,AMD Radeon Vega 3,Windows Home,15.6,16.0,5.0,1.5,IPS,DDR4,Пластик,AMD Ryzen 3,AMD,2.6,2.0,1920x1080,,Нет,,Матовое,Встроенная,AMD,SSD,60,0.3,Echips,,,
laptop,"HP Игровой ноутбук 16"", Intel Core Ultra 7 255HX, RAM 16 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 5070 для ноутбуков (8 Гб), Windows Home, (B96R7UA), черный, Русская раскладка",,,110595,5.0,1,GlobalZon,4.8,https://www.ozon.kz/product/hp-igrovoy-noutbuk-16-intel-core-ultra-7-255hx-ram-16-gb-ssd-1024-gb-nvidia-geforce-rtx-5070-2943486529/,Intel Core Ultra 7 255HX,1024,NVIDIA GeForce RTX 5070 для ноутбуков (8 Гб),Windows Home,16.0,16.0,6.0,2.49,IPS,DDR5,"Алюминий, Пластик",Intel Core Ultra 7,Intel,2.4,20.0,1920x1200,400.0,Нет,83.0,Матовое,Дискретная,NVIDIA,SSD,165,2.0,HP,8.0,Intel SoC Platform,
laptop,"Мощный ноутбук для работы и учебы и игр, ноутбук игровой, Ноутбук 14"", RAM 16 ГБ, SSD 512 ГБ, ноутбук Intel Core i5-1235U,, Windows Pro, серый, Русская раскладка Игровой ноутбук 14"", Intel Core i5-1235U, RAM 16 ГБ, SSD 512 ГБ, Intel Iris Xe Graphics, Windows Pro, черный",278133,2241110,23178,4.8,543,Fury,4.8,https://www.ozon.kz/product/moshchnyy-noutbuk-dlya-raboty-i-ucheby-i-igr-noutbuk-igrovoy-noutbuk-14-ram-16-gb-ssd-512-gb-3469240273/,Intel Core i5-1235U,512,Intel Iris Xe Graphics,Windows Pro,14.0,16.0,5.0,1.48,,DDR4,Металл,Intel Core i5,Intel,1.3,10.0,1920x1080,300.0,Нет,55.0,,Встроенная,Intel,SSD,60,3,,,,
laptop,"Echips Fusion игровой, мощный, для работы и учебы Ноутбук 14"", Intel Core i3-1215U, RAM 16 ГБ, SSD 512 ГБ, Intel UHD Graphics, Windows Home, черный, хром, Русская раскладка",,,15801,,,Echips B2B,4.8,https://www.ozon.kz/product/echips-fusion-igrovoy-moshchnyy-dlya-raboty-i-ucheby-noutbuk-14-intel-core-i3-1215u-ram-16-gb-3823064771/,Intel Core i3-1215U,512,Intel UHD Graphics,Windows Home,14.0,16.0,5.0,1.5,IPS,DDR4,Пластик,Intel Core i3,Intel,1.2,6.0,1920x1080,,Нет,,Матовое,Встроенная,Intel,SSD,60,2.0,Echips,,,
laptop,"Lenovo ThinkPad T580 Ноутбук 15.6"", Intel Core i5-8250U, RAM 16 ГБ, SSD 1024 ГБ, Intel HD Graphics 620, Windows Pro, (Lenovo thinkpad T580 PRO 15,6-дюймовый высококачественный ноутбук для работы), черный, Русская раскладка",,,17549,4.9,88,ThinkPAD,4.9,https://www.ozon.kz/product/lenovo-thinkpad-t580-noutbuk-15-6-intel-core-i5-8250u-ram-16-gb-ssd-1024-gb-intel-hd-graphics-620-3616204693/,Intel Core i5-8250U,1024,Intel HD Graphics 620,Windows Pro,15.6,16.0,12.0,1.7,,DDR4,"Углеродное волокно, ABS пластик",Intel Core i5,Intel,3.4,4.0,1920x1080,,Нет,48.0,Матовое,Встроенная,Intel,SSD,60,0.3,Lenovo,,,
laptop,"HUAWEI Ноутбук 14"", Intel Core i5-13420H, RAM 16 ГБ, SSD 512 ГБ, Intel UHD Graphics, Без системы, (53014BSB), серый",,,32376,5.0,110,КомпьютерМаркет,4.8,https://www.ozon.kz/product/huawei-noutbuk-14-intel-core-i5-13420h-ram-16-gb-ssd-512-gb-intel-uhd-graphics-bez-sistemy-2539818136/,Intel Core i5-13420H,512,Intel UHD Graphics,Без системы,14.0,16.0,,1.39,IPS,DDR4,Алюминий,Intel Core i5,Intel,2.1,8.0,1920x1200,,Нет,56.0,Матовое,Встроенная,Intel,SSD,60,1,,,,
laptop,"Infinix XL442 Ноутбук 14"", Intel Core i5-1235U, RAM 16 ГБ 512 ГБ, Windows Home, (4894947029202), серый, Русская раскладка",234366,311654,19531,4.9,7,М.Видео,4.8,https://www.ozon.kz/product/infinix-inbook-air-xl442-noutbuk-14-intel-core-i5-1235u-ram-16-gb-512-gb-windows-home-3591420803/,Intel Core i5-1235U,512,,Windows Home,14.0,16.0,10.0,1.24,IPS,LPDDR4X,Алюминий,Intel Core i5,Intel,1.3,8.0,1920x1200,,,,Матовое,,Intel,,60,2.0,,16.0,,
laptop,"Infinix GTBook GL614 Игровой ноутбук 16"", Intel Core i5-13420H, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 5050 для ноутбуков (8 Гб), Без системы, (71005000138), серый, Русская раскладка",543097,726183,45259,,,Ozon Россия,4.9,https://www.ozon.kz/product/infinix-gtbook-gl614-igrovoy-noutbuk-16-intel-core-i5-13420h-ram-16-gb-ssd-512-gb-nvidia-geforce-3752664113/,Intel Core i5-13420H,512,NVIDIA GeForce RTX 5050 для ноутбуков (8 Гб),Без системы,16.0,16.0,,2.0,IPS,LPDDR5X,"Алюминиевый сплав, Пластик",Intel Core i5,Intel,4.6,8.0,2560x1600,350.0,Нет,70.0,Матовое,Дискретная,NVIDIA,SSD,,2.0,Infinix,8.0,,
laptop,"ASUS  для ноутбука мощный  Ноутбук 14"", Intel Core i5-13500H, RAM 16 ГБ, SSD 512 ГБ, Windows Home, (asus Vivobook 14), серебристый, Английская раскладка",327468,828052,27289,4.6,18,Рывок вперед,4.6,https://www.ozon.kz/product/asus-dlya-noutbuka-moshchnyy-noutbuk-14-intel-core-i5-13500h-ram-16-gb-ssd-512-gb-windows-home-2734378604/,Intel Core i5-13500H,512,,Windows Home,14.0,16.0,,1.5,IPS,DDR4,Поликарбонат,Intel Core i5,Intel,2.6,12.0,1920x1200,300.0,Нет,65.0,Антибликовое,Гибридная,Intel,SSD,60,0.3,,,Intel,
laptop,"Ноутбук 15.6"", Intel Processor N100, RAM 16 ГБ, SSD 1000 ГБ, Windows Pro, серый, Русская раскладка",,,23969,,,OrigProducts,,https://www.ozon.kz/product/noutbuk-15-6-intel-processor-n100-ram-16-gb-ssd-1000-gb-windows-pro-seryy-russkaya-raskladka-2938617547/,Intel Processor N100,1000,,Windows Pro,15.6,16.0,6.0,1.5,IPS,DDR4,ABS пластик,Intel N100,Intel,3.4,4.0,1920x1080,300.0,Нет,5.0,Матовое,Встроенная,Intel,SSD,60,1,,8.0,,
laptop,"T52E3WG Ноутбук 15.6"", Intel Core i5-1235U, RAM 8 ГБ 256 ГБ, Intel HD Graphics, Windows Pro, (4810443004284), серый, Русская раскладка",,,38326,,,М.Видео,4.8,https://www.ozon.kz/product/h-book-15ipk1-t52e3wg-noutbuk-15-6-intel-core-i5-1235u-ram-8-gb-256-gb-intel-hd-graphics-windows-pro-3303649581/,Intel Core i5-1235U,256,Intel HD Graphics,Windows Pro,15.6,8.0,8.0,1.7,IPS,DDR4,"Металл, Пластик",Intel Core i5,Intel,,2.0,1920x1080,,,,Матовое,,Intel,,60,,,,,64
laptop,"ASUS Ноутбук 17.3"", Intel Core i3-1215U, RAM 16 ГБ, SSD 512 ГБ, Intel UHD Graphics, Windows Pro, Русская раскладка",,,38462,,,Техносила,5.0,https://www.ozon.kz/product/asus-noutbuk-17-3-intel-core-i3-1215u-ram-16-gb-ssd-512-gb-intel-uhd-graphics-windows-pro-3535642881/,Intel Core i3-1215U,512,Intel UHD Graphics,Windows Pro,17.3,16.0,6.0,1.9,IPS,GDDR4,Пластик,Intel Core i3,Intel,4.4,6.0,1920x1080,,Нет,,Матовое,Встроенная,Intel,SSD,60,,,,Intel,
laptop,,,,,,,,,https://www.ozon.kz/product/huawei-matebook-d-14-mdg-x-i5-16-512gb-win-11-space-gray-noutbuk-14-intel-core-i5-13420h-ram-16-3519205581/,Intel Core i5-13420H,512,Intel UHD Graphics,Windows Home,14.0,16.0,7.0,1.39,IPS,LPDDR4X,Металл,Intel Core i5,Intel,2.1,8.0,1920x1200,,,,Матовое,,Intel,,,,,,,
laptop,"Игровой ноутбук 14"", Intel Core i5-1235U, RAM 16 ГБ, SSD 512 ГБ, Intel Iris Xe Graphics, Windows Pro, серый, Русская раскладка",267321,871176,22277,4.8,1094,INCEK,4.8,https://www.ozon.kz/product/igrovoy-noutbuk-14-intel-core-i5-1235u-ram-16-gb-ssd-512-gb-intel-iris-xe-graphics-windows-pro-seryy-2799670405/,Intel Core i5-1235U,512,Intel Iris Xe Graphics,Windows Pro,14.0,16.0,,1.5,IPS,DDR4,ABS пластик,Intel Core i5,Intel,4.4,10.0,1920x1080,,Нет,,Глянцевое,,Intel,SSD,60,0.3,,,Intel,
laptop,"MAIBENBEN Ноутбук 16"", Intel N150, RAM 8 ГБ, SSD 256 ГБ, Intel UHD Graphics, Linux, серебристый, Русская раскладка",,,15284,,,Sotomania,4.8,https://www.ozon.kz/product/maibenben-noutbuk-intel-n150-8-gb-ram-intel-uhd-graphics-kumush-2798939990/,Intel N150,256,Intel UHD Graphics,Linux,16.0,8.0,,1.85,IPS,DDR4,Пластик,Intel N150,Intel,,4.0,1920x1200,,Нет,41.8,,,Intel,SSD,60,1,,,,
laptop,"ASUS TUF Gaming F16 FX608JHR-RV101 Игровой ноутбук 16"", Intel Core i5-14450HX, RAM 16 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 5050 для ноутбуков (8 Гб), Без системы, (90NR0NA1-M00590), серый, Русская раскладка",653842,2075336,54487,,,diMoll,4.8,https://www.ozon.kz/product/asus-tuf-gaming-f16-fx608jhr-rv101-igrovoy-noutbuk-16-intel-core-i5-14450hx-ram-16-gb-ssd-1024-3522471823/,Intel Core i5-14450HX,1024,NVIDIA GeForce RTX 5050 для ноутбуков (8 Гб),Без системы,16.0,16.0,9.0,2.2,IPS,DDR5,,Intel Core i5,Intel,2.4,10.0,1920x1200,300.0,Нет,90.0,Матовое,Дискретная,NVIDIA,SSD,165,2.0,,8.0,,
laptop,"MSI Thin 15 B13VE-3200XRU Игровой ноутбук 15.6"", Intel Core i7-13620H, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 4050 для ноутбуков (6 Гб), Без системы, серый, Русская раскладка",552366,755276,46031,4.9,25,Ozon Россия,4.9,https://www.ozon.kz/product/msi-thin-15-b13ve-3200xru-igrovoy-noutbuk-15-6-intel-core-i7-13620h-ram-16-gb-ssd-512-gb-nvidia-3049072573/,Intel Core i7-13620H,512,NVIDIA GeForce RTX 4050 для ноутбуков (6 Гб),Без системы,15.6,16.0,,1.9,IPS,,,Intel Core i7,Intel,4.9,10.0,1920x1080,,Нет,52.4,,Дискретная,,SSD,144,,MSI,6.0,,
laptop,"Lunnen Outer 16, Яндекс Фабрика, Ноутбук 16"", Intel Core i5-12450H, RAM 16 ГБ, SSD 512 ГБ, Intel UHD Graphics, Windows Home, серебристый, серый, Русская раскладка",298990,510902,,5.0,18,Яндекс Фабрика,4.9,https://www.ozon.kz/product/lunnen-outer-16-yandeks-fabrika-noutbuk-16-intel-core-i5-12450h-ram-16-gb-ssd-512-gb-intel-1997327418/,Intel Core i5-12450H,512,Intel UHD Graphics,Windows Home,16.0,16.0,,1.8,IPS,DDR4,Металл,Intel Core i5,Intel,2.0,8.0,2560x1600,,Нет,65.0,Матовое,Встроенная,Intel,SSD,120,2.0,,,Intel,
laptop,"Gigabyte G6 KF Игровой ноутбук 16"", Intel Core i7-13620H, RAM 32 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 4060 для ноутбуков (8 Гб), Без системы, черный, Русская раскладка",899429,1376262,74953,,,Space Laptops,4.9,https://www.ozon.kz/product/gigabyte-g6-kf-igrovoy-noutbuk-16-intel-core-i7-13620h-ram-32-gb-ssd-512-gb-nvidia-geforce-rtx-3369607569/,Intel Core i7-13620H,512,NVIDIA GeForce RTX 4060 для ноутбуков (8 Гб),Без системы,16.0,32.0,,2.3,IPS,DDR5,Пластик,Intel Core i7,Intel,2.4,10.0,1920x1200,,Нет,54.0,Матовое,Дискретная,NVIDIA,SSD,165,1,Gigabyte,8.0,,
laptop,"XISEZIUO Ноутбук 15.6"", Intel Pentium N3710, RAM 8 ГБ, SSD 256 ГБ, Intel HD Graphics, Windows Pro, серебристый, Русская раскладка",,,48956,,,Магазин 4311033,,https://www.ozon.kz/product/xiseziuo-noutbuk-15-6-intel-pentium-n3710-ram-8-gb-ssd-256-gb-intel-hd-graphics-windows-3762903714/,Intel Pentium N3710,256,Intel HD Graphics,Windows Pro,15.6,8.0,10.0,1.5,IPS,LPDDR3,ABS пластик,Intel Celeron,Intel,2.56,4.0,1920x1080,,Нет,48.0,Антибликовое,Встроенная,Intel,SSD,60,0.3,XISEZIUO,8.0,Intel,
laptop,"MSI Venture 17 AI A2HMG-010XRU Игровой ноутбук 17.3"", Intel Core Ultra 7 255H, RAM 16 ГБ, SSD 512 ГБ, Intel Arc Graphics, Без системы, (9S7-17U211-010), серый, Русская раскладка",,,62149,,,Space Laptops,4.9,https://www.ozon.kz/product/msi-venture-17-ai-a2hmg-010xru-igrovoy-noutbuk-17-3-intel-core-ultra-7-255h-ram-16-gb-ssd-512-2869166017/,Intel Core Ultra 7 255H,512,Intel Arc Graphics,Без системы,17.3,16.0,,2.4,IPS,DDR5,,Intel Core Ultra 7,Intel,2.0,16.0,1920x1080,,Нет,55.2,Матовое,Встроенная,Intel,SSD,144,1,MSI,,,
laptop,,,,,,,,,https://www.ozon.kz/product/dell-noutbuk-15-6-intel-core-i7-6700hq-ram-32-gb-ssd-1024-gb-nvidia-geforce-gtx-960-2-gb-windows-pro-2899900153/,Intel Core i7-6700HQ,1024,NVIDIA GeForce GTX 960 (2 Гб),Windows Pro,15.6,32.0,6.0,1.5,IPS,DDR4,,Intel Core i7,Intel,2.6,4.0,1920x1080,,Нет,,Матовое,Встроенная,NVIDIA,SSD,60,5,Dell,,Intel,
laptop,"HP ProBook 440 G10 A39BZPA Ноутбук 14"", Intel Core i7-1355U, RAM 8 ГБ, SSD 512 ГБ, Intel Iris Xe Graphics, Без системы, (A39BZPA), серебристый",385370,1233803,32115,,,XCOM-SHOP,4.9,https://www.ozon.kz/product/hp-probook-440-g10-a39bzpa-noutbuk-14-intel-core-i7-1355u-ram-8-gb-ssd-512-gb-intel-iris-xe-graphics-3490093547/,Intel Core i7-1355U,512,Intel Iris Xe Graphics,Без системы,14.0,8.0,5.0,1.38,IPS,DDR4,,Intel Core i7,Intel,1.7,10.0,1920x1080,250.0,Нет,,Матовое,Встроенная,Intel,SSD,60,1,,,,
laptop,"Dell Latitude 5410 Ноутбук 14"", Intel Core i5-10310U, RAM 8 ГБ, SSD 256 ГБ, Windows Pro, серый",199675,288600,16640,,,NotebookPro,4.7,https://www.ozon.kz/product/dell-latitude-5410-noutbuk-14-intel-core-i5-10310u-ram-8-gb-ssd-256-gb-windows-pro-seryy-3289366000/,Intel Core i5-10310U,256,,Windows Pro,14.0,8.0,,,,DDR4,,Intel Core i5,Intel,1.7,4.0,1920x720,,,,,,,SSD,,,,,,
laptop,"Digma EVE C5805 16 Ноутбук 16"", Intel Processor N100, RAM 8 ГБ, SSD 256 ГБ, Intel UHD Graphics, Windows Pro, (DN16N1-8CXW01), серый, Русская раскладка",147067,264781,12256,4.0,1,RBT,4.8,https://www.ozon.kz/product/digma-eve-c5805-16-noutbuk-16-intel-processor-n100-ram-8-gb-ssd-256-gb-intel-uhd-graphics-windows-3501648046/,Intel Processor N100,256,Intel UHD Graphics,Windows Pro,16.0,8.0,,1.7,IPS,DDR5,"Металл, Пластик",Intel N100,Intel,3.4,4.0,1920x1200,250.0,Нет,45.6,Матовое,Встроенная,Intel,SSD,60,1,,,,
laptop,"Thunderobot 911S Core D Игровой ноутбук 15.6"", Intel Core i5-12450H, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 3050 для ноутбуков (4 Гб), Без системы, (JT009K00FRU), черный, Русская раскладка",571332,1018029,47611,5.0,34,Thunderobot авторизов...,5.0,https://www.ozon.kz/product/thunderobot-911s-core-d-igrovoy-noutbuk-15-6-intel-core-i5-12450h-ram-16-gb-ssd-512-gb-2829128798/,Intel Core i5-12450H,512,NVIDIA GeForce RTX 3050 для ноутбуков (4 Гб),Без системы,15.6,16.0,,2.15,IPS,DDR4,,Intel Core i5,Intel,2.0,8.0,1920x1080,250.0,Нет,41.0,Матовое,Дискретная,NVIDIA,SSD,144,1,,4.0,,
laptop,"Lenovo IdeaPad Slim 3 (Win 11 + MS Office) Ноутбук 15.6"", AMD Ryzen 5 7520U, RAM 8 ГБ, SSD 256 ГБ, AMD Radeon 610M, Windows Pro, (15AMN8), серый, Русская раскладка",,,25265,4.5,2,Techno-torg Laptop,4.9,https://www.ozon.kz/product/lenovo-ideapad-slim-3-win-11-ms-office-noutbuk-15-6-amd-ryzen-5-7520u-ram-8-gb-ssd-256-gb-amd-3634260232/,AMD Ryzen 5 7520U,256,AMD Radeon 610M,Windows Pro,15.6,8.0,,1.62,IPS,LPDDR5,ABS пластик,AMD Ryzen 5,AMD,2.4,4.0,1920x1080,300.0,,47.0,Матовое,Встроенная,,SSD,60,1,Lenovo,,AMD,
laptop,"Lenovo IdeaPad Slim 3 15AMN8 Ноутбук 15.6"", AMD Ryzen 3 7320U, RAM 8 ГБ, SSD 256 ГБ, AMD Radeon 610M, Без системы, (82XQ00MAPS), серый, Английская раскладка",277041,439117,23087,,,LITE-MOBILE,4.8,https://www.ozon.kz/product/lenovo-ideapad-slim-3-15amn8-noutbuk-15-6-amd-ryzen-3-7320u-ram-8-gb-ssd-256-gb-amd-radeon-610m-3536838902/,AMD Ryzen 3 7320U,256,AMD Radeon 610M,Без системы,15.6,8.0,,1.62,IPS,LPDDR5,"ABS пластик, Поликарбонат",AMD Ryzen 3,AMD,2.4,4.0,1920x1080,300.0,Нет,47.0,Антибликовое,Встроенная,AMD,SSD,,,,,AMD SoC Platform,
laptop,"Acer Aspire Lite 15 AL15-41P-R8Y8 Ноутбук 15.6"", AMD Ryzen 3 5300U, RAM 16 ГБ, SSD 512 ГБ, AMD Radeon Graphics, Без системы, (NX.J98ER.001), серебристый, Русская раскладка",,,35312,,,ADV-Tech,4.8,https://www.ozon.kz/product/acer-aspire-lite-15-al15-41p-r8y8-noutbuk-15-6-amd-ryzen-3-5300u-ram-16-gb-ssd-512-gb-amd-3528787359/,AMD Ryzen 3 5300U,512,AMD Radeon Graphics,Без системы,15.6,16.0,10.0,1.7,IPS,DDR4,,AMD Ryzen 3,AMD,2.6,4.0,1920x1080,300.0,Нет,58.0,Матовое,Встроенная,AMD,SSD,60,1,Acer,,,
laptop,Xiaomi mi notebook 15.6 i5 8250u MX 150 2GB  8gb v ram 256gb ssd Игровой ноутбук,304477,544813,25374,,,ПроНоут и техника,,https://www.ozon.kz/product/xiaomi-mi-notebook-15-6-i5-8250u-mx-150-2gb-8gb-v-ram-256gb-ssd-igrovoy-noutbuk-3670455614/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
laptop,"WELLSELL Ноутбук 14"", Intel Celeron N3450, RAM 6 ГБ, SSD 128 ГБ, Intel HD Graphics 500, Windows Pro, (Intel Celeron N3450), черно-серый, Русская раскладка",146451,492387,12205,4.8,808,WELLSELL,4.8,https://www.ozon.kz/product/wellsell-noutbuk-14-intel-celeron-n3450-ram-6-gb-ssd-128-gb-intel-hd-graphics-500-windows-pro-intel-3006503307/,Intel Celeron N3450,128,Intel HD Graphics 500,Windows Pro,14.0,6.0,5.0,1.268,,DDR4,ABS пластик,Intel Celeron,Intel,1.1,4.0,1366x768,,Нет,,Глянцевое,Встроенная,Intel,SSD,60,0.3,,,Intel,
laptop,"HP 17-by0170ur, Intel Pentium n5000, AMD Radeon R5 m435 Игровой ноутбук 17.3"", RAM 4 ГБ, HDD 500 ГБ, Windows Pro, Русская раскладка",,,14621,,,XCom,4.7,https://www.ozon.kz/product/hp-o-yin-noutbuki-4-gb-ram-3163361779/,,,,Windows Pro,17.3,4.0,,5.1,LED,DDR4,,Intel Pentium,Intel,1.1,4.0,1600x900 HD+,,,,,Дискретная,AMD,HDD,,1.3,,2.0,Intel,500
laptop,"Acer Ноутбук 15,6"", Intel Core i3-N305, RAM 8 ГБ, SSD 256 ГБ, Intel UHD Graphics, Без системы, (NX.KX5CD.005), серебристый, Русская раскладка",,,19148,,,КомпьютерМаркет,4.8,https://www.ozon.kz/product/acer-noutbuk-15-6-intel-core-i3-n305-ram-8-gb-ssd-256-gb-intel-uhd-graphics-bez-sistemy-nx-kx5cd-1800712055/,Intel Core i3-N305,256,Intel UHD Graphics,Без системы,15.6,8.0,,1.75,IPS,DDR5,,Intel Core i3,Intel,1.8,8.0,1920x1080,,Нет,50.0,Матовое,Встроенная,Intel,SSD,60,,,,Intel SoC Platform,
laptop,"ASUS Ноутбук 14"", AMD Ryzen AI 9 HX 370, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 5070 Ti для ноутбуков (12 Гб), Windows Home, (GA403WR-G14.R95070TI), белый, Русская раскладка",2049865,4124643,170823,,,US Electronics,4.9,https://www.ozon.kz/product/asus-noutbuk-14-amd-ryzen-ai-9-hx-370-ram-32-gb-ssd-1024-gb-nvidia-geforce-rtx-5070-ti-2726511970/,AMD Ryzen AI 9 HX 370,1024,NVIDIA GeForce RTX 5070 Ti для ноутбуков (12 Гб),Windows Home,14.0,32.0,10.0,1.5,OLED,LPDDR5X,"Металл, Пластик",AMD Ryzen AI 9,AMD,5.2,12.0,2880x1800,500.0,Нет,,Глянцевое,Дискретная,NVIDIA,SSD,120,,,12.0,,
laptop,,,,,,,,,https://www.ozon.kz/product/chuwi-minibook-x-noutbuk-10-5-intel-n150-ram-16-gb-ssd-512-gb-intel-graphics-windows-home-cwi558-3391758845/,Intel N150,512,Intel Graphics,Windows Home,10.5,16.0,,0.98,IPS,DDR4,Алюминий,Intel N150,Intel,0.8,4.0,1920x1200,250.0,Да,38.0,Глянцевое,Встроенная,Intel,SSD,60,2.0,CHUWI,,,
laptop,"Lenovo IdeaPad Slim 5 OLED 15ARP10 Ноутбук 15.1"", AMD Ryzen 5 7535HS, RAM 16 ГБ 1024 ГБ, AMD Radeon Graphics, Без системы, (83J3001VRK), серый",497704,604180,41476,5.0,9,Ozon Россия,4.9,https://www.ozon.kz/product/lenovo-ideapad-slim-5-oled-15arp10-noutbuk-15-1-amd-ryzen-5-7535hs-ram-16-gb-1024-gb-amd-1868589783/,AMD Ryzen 5 7535HS,1024,AMD Radeon Graphics,Без системы,15.1,16.0,,1.5,OLED,LPDDR5X,Алюминий,AMD Ryzen 5,AMD,4.6,6.0,2560x1600,500.0,Нет,70.0,Глянцевое,Встроенная,AMD,,165,2.0,Lenovo,,,
laptop,"HUAWEI MateBook D 16 MCLG-X i5/16/1TB DOS Space Gray Ноутбук 16"", Intel Core i5-13420H, RAM 16 ГБ, SSD 1000 ГБ, Intel UHD Graphics, Без системы, (2003007207210,6942103125355), серый, Русская раскладка",,,33747,5.0,6,М.Видео,4.8,https://www.ozon.kz/product/huawei-matebook-d-16-mclg-x-i5-16-1tb-dos-space-gray-noutbuk-16-intel-core-i5-13420h-ram-16-gb-1653035843/,Intel Core i5-13420H,1000,Intel UHD Graphics,Без системы,16.0,16.0,7.0,1.72,IPS,LPDDR4X,Металл,Intel Core i5,Intel,4.6,8.0,1920x1200,,Нет,,Матовое,Встроенная,Intel,SSD,,,,,,
laptop,"Lenovo Yoga Pro 16s Сенсорный, Гарантия 2 года, Windows 11 Home – лицензия Ноутбук 16"", Intel Core Ultra 9 185H, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 4060 для ноутбуков (8 Гб), Windows Home, светло-серый, Русская раскладка",,,103606,,,AV Holding Company ...,5.0,https://www.ozon.kz/product/lenovo-yoga-pro-16s-sensornyy-garantiya-2-goda-windows-11-home-litsenziya-noutbuk-16-intel-3493553988/,Intel Core Ultra 9 185H,1024,NVIDIA GeForce RTX 4060 для ноутбуков (8 Гб),Windows Home,16.0,32.0,12.0,,LED,LPDDR5,Алюминий,Intel Core Ultra 9,Intel,5.1,16.0,3200x2000,,Да,,Глянцевое,Гибридная,NVIDIA,SSD,165,,Lenovo,8.0,,
laptop,"Honor MagicBook X14 5301ALWU 2025 Ноутбук 14"", Intel Core i5-12450H, RAM 16 ГБ, SSD 512 ГБ, Intel UHD Graphics, Windows Home, (10010788), серый металлик, светло-серый, Русская раскладка",660202,2209982,55017,5.0,108,Electro Store,4.9,https://www.ozon.kz/product/honor-magicbook-x14-5301alwu-2025-noutbuk-14-intel-core-i5-12450h-ram-16-gb-ssd-512-gb-intel-uhd-3215437885/,Intel Core i5-12450H,512,Intel UHD Graphics,Windows Home,14.0,16.0,7.5,1.4,IPS,LPDDR4X,Пластик,Intel Core i5,Intel,2.0,8.0,1920x1200,300.0,,42.0,Матовое,Встроенная,Intel,SSD,60,1,Honor,,,
laptop,"Lenovo Legion 9 16IRX9 Игровой ноутбук 16"", Intel Core i9-14900HX, RAM 32 ГБ, SSD 2048 ГБ, NVIDIA GeForce RTX 4090 (16 Гб), Без системы, (83G0002MRK), черный, Русская раскладка",2325985,3319036,193833,5.0,14,Ozon Россия,4.9,https://www.ozon.kz/product/lenovo-legion-9-16irx9-igrovoy-noutbuk-16-intel-core-i9-14900hx-ram-32-gb-ssd-2048-gb-nvidia-geforce-1761710459/,Intel Core i9-14900HX,2048,NVIDIA GeForce RTX 4090 (16 Гб),Без системы,16.0,32.0,,2.6,Mini LED,DDR5,Алюминий,Intel Core i9,Intel,5.8,24.0,3200x2000,1200.0,Нет,99.9,Антибликовое,Дискретная,NVIDIA,SSD,165,2.0,Lenovo,,Intel HM770,
laptop,,,,,,,,,https://www.ozon.kz/product/asus-dlya-raboty-biznesa-ucheby-igr-asus-vivobook-15-x1504va-windows-11-pro-office-pro-3108759539/,Intel Core 5 120U,2048,Intel Graphics,Windows Pro,15.6,40.0,6.0,1.7,IPS,DDR4,,Intel Core 5,Intel,1.4,10.0,1920x1080,,Нет,42.0,Матовое,Встроенная,Intel,SSD,60,1.3,ASUS,,Intel,
